sstart,ssample_end_date,selected_features
10,2013-06-01,"target, EX_ENER_BP_new, Army, TSX_LO_lag1, TSX_HI_lag1, loan_lag3, Army_lag1, EX_METAL_BP_new"
11,2013-07-01,"target, EX_ENER_BP_new, Army, EX_METAL_BP_new, G_AVG_3.5.Bank_rate_lag2, loan_lag3, Army_lag1, G_AVG_5.10.Bank_rate_lag3"
12,2013-08-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, EX_METAL_BP_new, EMP_MANU_CAN, G_AVG_5.10.Bank_rate_lag2, CAN_SEC_NETFLOW, TBILL_6M.Bank_rate_lag1"
13,2013-09-01,"target, G_AVG_3.5.Bank_rate_lag2, EX_ENER_BP_new, EX_METAL_BP_new, G_AVG_5.10.Bank_rate_lag2, G_AVG_3.5.Bank_rate_lag1, G_AVG_3.5.Bank_rate_lag3, G_AVG_5.10.Bank_rate_lag3"
14,2013-10-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, EX_METAL_BP_new, G_AVG_5.10.Bank_rate_lag2, EMP_MANU_CAN, G_AVG_3.5.Bank_rate_lag1, G_AVG_5.10.Bank_rate_lag3"
15,2013-11-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, EMP_MANU_CAN, G_AVG_5.10.Bank_rate_lag2, TSX_LO_lag1, Army, G_AVG_5.10.Bank_rate_lag3"
16,2013-12-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, EMP_MANU_CAN, G_AVG_5.10.Bank_rate_lag2, TSX_LO_lag1, G_AVG_5.10.Bank_rate_lag3, UNEMP_DURA_1.4_CAN"
17,2014-01-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, TSX_LO_lag1, G_AVG_5.10.Bank_rate_lag2, UNEMP_DURA_1.4_CAN, Army, G_AVG_5.10.Bank_rate_lag3"
18,2014-02-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, TSX_LO_lag1, UNEMP_DURA_1.4_CAN, G_AVG_5.10.Bank_rate_lag2, Army, TBILL_6M.Bank_rate_lag1"
19,2014-03-01,"target, EX_ENER_BP_new, TSX_LO_lag1, G_AVG_3.5.Bank_rate_lag2, Army, TBILL_6M.Bank_rate_lag1, UNEMP_DURA_1.4_CAN, TSX_HI_lag1"
20,2014-04-01,"target, EX_ENER_BP_new, TSX_LO_lag1, G_AVG_3.5.Bank_rate_lag2, TSX_HI, G_AVG_3.5.Bank_rate_lag3, G_AVG_5.10.Bank_rate_lag2, G_AVG_5.10.Bank_rate_lag3"
21,2014-05-01,"target, EX_ENER_BP_new, G_AVG_3.5.Bank_rate_lag2, TSX_LO_lag1, TSX_HI_lag1, G_AVG_5.10.Bank_rate_lag2, G_AVG_3.5.Bank_rate_lag3, Army"
22,2014-06-01,"target, EX_ENER_BP_new, TSX_HI_lag1, Army, TSX_LO_lag1, TBILL_6M.Bank_rate_lag1, EX_METAL_BP_new, IPPI_MACH_CAN_lag1"
23,2014-07-01,"target, EX_ENER_BP_new, TSX_HI_lag1, Army, TSX_LO_lag1, EX_METAL_BP_new, G_AVG_3.5.Bank_rate_lag2, TBILL_6M.Bank_rate_lag1"
24,2014-08-01,"target, EX_ENER_BP_new, TSX_HI_lag1, Army, TSX_LO_lag1, IPPI_MACH_CAN_lag1, EX_METAL_BP_new, TBILL_6M.Bank_rate_lag1"
25,2014-09-01,"target, EX_ENER_BP_new, TSX_HI_lag1, Army_lag1, TSX_LO_lag1, TBILL_6M.Bank_rate_lag1, G_AVG_3.5.Bank_rate_lag2, IPPI_MACH_CAN_lag1"
26,2014-10-01,"target, EX_ENER_BP_new, Army_lag1, TSX_HI_lag1, TBILL_6M.Bank_rate_lag1, IPPI_MACH_CAN_lag1, TSX_LO_lag1, EX_METAL_BP_new"
27,2014-11-01,"target, EX_ENER_BP_new, TSX_HI_lag1, TBILL_6M.Bank_rate_lag1, G_AVG_3.5.Bank_rate_lag2, Army_lag1, IPPI_MACH_CAN_lag1, EX_TRANSP_BP_new_lag2"
28,2014-12-01,"target, EX_ENER_BP_new, TBILL_6M.Bank_rate_lag1, TSX_HI_lag1, Army_lag1, G_AVG_3.5.Bank_rate_lag2, CAN_EQTY_NETFLOW_lag1, IPPI_ENER_CAN"
29,2015-01-01,"target, EX_ENER_BP_new, CAN_EQTY_NETFLOW_lag1, G_AVG_3.5.Bank_rate_lag2, TSX_HI_lag1, EX_METAL_BP_new, TBILL_6M.Bank_rate_lag1, Army_lag1"
30,2015-02-01,"target, EX_ENER_BP_new, CAN_EQTY_NETFLOW_lag1, EX_METAL_BP_new, CAN_US_SEC_NETFLOW_lag1, TSX_HI_lag1, IPPI_MACH_CAN_lag1, TBILL_6M.Bank_rate_lag1"
31,2015-03-01,"target, EX_ENER_BP_new, CAN_EQTY_NETFLOW_lag1, CAN_US_SEC_NETFLOW_lag1, IPPI_MACH_CAN_lag1, EX_TRANSP_BP_new_lag2, TBILL_6M.Bank_rate_lag1, IPPI_MACH_CAN_lag2"
32,2015-04-01,"target, EX_ENER_BP_new, CAN_US_SEC_NETFLOW_lag1, CAN_EQTY_NETFLOW_lag1, IPPI_MACH_CAN_lag1, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate_lag1, TSX_HI_lag1"
33,2015-05-01,"target, EX_ENER_BP_new, CAN_EQTY_NETFLOW_lag1, TBILL_6M.Bank_rate_lag1, CAN_US_SEC_NETFLOW_lag1, IPPI_MACH_CAN_lag1, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate"
34,2015-06-01,"target, TBILL_6M.Bank_rate_lag1, IPPI_MACH_CAN_lag2, IPPI_MACH_CAN_lag1, EX_ENER_BP_new, TBILL_6M.Bank_rate, CAN_EQTY_NETFLOW_lag1, TSX_HI_lag1"
35,2015-07-01,"target, CAN_EQTY_NETFLOW_lag1, CAN_US_SEC_NETFLOW_lag1, TBILL_6M.Bank_rate_lag1, IPPI_MACH_CAN_lag1, EX_ENER_BP_new, TBILL_6M.Bank_rate, IPPI_MACH_CAN_lag2"
36,2015-08-01,"target, CAN_US_SEC_NETFLOW_lag1, CAN_EQTY_NETFLOW_lag1, TBILL_6M.Bank_rate_lag1, IPPI_MACH_CAN_lag1, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate, TSX_HI_lag1"
37,2015-09-01,"target, IPPI_MACH_CAN_lag2, IPPI_MACH_CAN_lag1, CAN_US_SEC_NETFLOW_lag1, CAN_EQTY_NETFLOW_lag1, WTISPLC, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag3"
38,2015-10-01,"target, IPPI_MACH_CAN_lag2, CAN_US_SEC_NETFLOW_lag1, CAN_EQTY_NETFLOW_lag1, IPPI_MACH_CAN_lag1, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, WTISPLC"
39,2015-11-01,"target, IPPI_MACH_CAN_lag2, IPPI_MACH_CAN_lag1, CAN_EQTY_NETFLOW_lag1, CAN_US_SEC_NETFLOW_lag1, WTISPLC, TBILL_6M.Bank_rate, IPPI_ENER_CAN"
40,2015-12-01,"target, IPPI_MACH_CAN_lag2, IPPI_MACH_CAN_lag1, WTISPLC, CAN_EQTY_NETFLOW_lag1, CAN_US_SEC_NETFLOW_lag1, IPPI_MOTOR_CAN_lag2, IPPI_ENER_CAN"
41,2016-01-01,"target, IPPI_MACH_CAN_lag2, IPPI_MACH_CAN_lag1, TBILL_6M.Bank_rate, WTISPLC, CAN_EQTY_NETFLOW_lag1, CAN_US_SEC_NETFLOW_lag1, IPPI_ENER_CAN"
42,2016-02-01,"target, IPPI_MACH_CAN_lag2, IPPI_MACH_CAN_lag1, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, CAN_EQTY_NETFLOW_lag1, WTISPLC, CAN_US_SEC_NETFLOW_lag1"
43,2016-03-01,"target, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, IPPI_MACH_CAN_lag1, TBILL_6M, CAN_US_SEC_NETFLOW_lag1, TBILL_6M.Bank_rate_lag2"
44,2016-04-01,"target, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, TBILL_6M.Bank_rate_lag2, IPPI_MACH_CAN_lag1, TBILL_6M, TBILL_6M.Bank_rate_lag3"
45,2016-05-01,"target, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, TBILL_6M, IPPI_MACH_CAN_lag1, TBILL_6M_lag1, CAN_US_SEC_NETFLOW_lag1"
46,2016-06-01,"target, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, TBILL_6M, TBILL_6M_lag1, IPPI_MACH_CAN_lag1, TSX_HI_lag1"
47,2016-07-01,"target, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate, TBILL_6M.Bank_rate_lag1, TBILL_6M, TBILL_6M_lag1, CAN_US_SEC_NETFLOW_lag1, TSX_HI_lag1"
48,2016-08-01,"target, IPPI_MACH_CAN_lag2, TBILL_6M.Bank_rate_lag1, TBILL_6M.Bank_rate, IPPI_MOTOR_CAN_lag2, TBILL_6M, WTISPLC_lag1, TBILL_6M.Bank_rate_lag2"
49,2016-09-01,"target, IPPI_MACH_CAN_lag2, IPPI_MOTOR_CAN_lag2, USDCAD_new_lag2, TBILL_6M.Bank_rate_lag2, TBILL_6M.Bank_rate_lag1, WTISPLC_lag1, BANK_RATE_L"
50,2016-10-01,"target, IPPI_MACH_CAN_lag2, IPPI_MOTOR_CAN_lag2, USDCAD_new_lag2, TBILL_6M.Bank_rate, WTISPLC_lag1, EMP_CAN, TBILL_6M.Bank_rate_lag2"
51,2016-11-01,"target, IPPI_MACH_CAN_lag2, IPPI_MOTOR_CAN_lag2, USDCAD_new_lag2, Army_lag1, WTISPLC_lag1, EMP_FOR_OIL_CAN, TBILL_6M.Bank_rate"
52,2016-12-01,"target, IPPI_MACH_CAN_lag2, IPPI_MOTOR_CAN_lag2, USDCAD_new_lag2, EMP_FOR_OIL_CAN, hstart_CAN_new_lag2, Army_lag1, UNEMP_DURA_27._CAN_lag3"
53,2017-01-01,"target, IPPI_MACH_CAN_lag2, IPPI_MOTOR_CAN_lag2, Army_lag1, USDCAD_new_lag2, EMP_FOR_OIL_CAN, loan_lag3, hstart_CAN_new_lag2"
54,2017-02-01,"target, UNEMP_DURA_27._CAN_lag3, Army_lag1, IPPI_MACH_CAN_lag2, IPPI_MOTOR_CAN_lag2, EOIL_BP_new, EX_TRANSP_BP_new_lag1, USDCAD_new_lag2"
55,2017-03-01,"target, Army_lag1, UNEMP_DURA_27._CAN_lag3, EOIL_BP_new, IPPI_MOTOR_CAN_lag2, IPPI_MACH_CAN_lag2, EX_TRANSP_BP_new_lag1, USDCAD_new_lag2"
56,2017-04-01,"target, Army_lag1, EOIL_BP_new, UNEMP_DURA_27._CAN_lag3, IPPI_MACH_CAN_lag2, loan_lag3, EX_TRANSP_BP_new_lag1, IPPI_MOTOR_CAN_lag2"
57,2017-05-01,"target, Army_lag1, EOIL_BP_new, UNEMP_DURA_27._CAN_lag3, EX_TRANSP_BP_new_lag1, CRED_HOUS_cb_lag2, IPPI_MACH_CAN_lag2, loan_lag3"
58,2017-06-01,"target, hstart_CAN_new_lag2, EOIL_BP_new, UNEMP_DURA_14.25_CAN_lag1, rental_lag2, Army_lag1, UNEMP_DURA_27._CAN_lag3, EX_TRANSP_BP_new_lag1"
59,2017-07-01,"target, hstart_CAN_new_lag2, EOIL_BP_new, UNEMP_DURA_14.25_CAN_lag1, rental_lag2, Army_lag1, CRED_HOUS_cb_lag2, UNEMP_DURA_27._CAN_lag3"
60,2017-08-01,"target, rental_lag2, hstart_CAN_new_lag2, EOIL_BP_new, EX_TRANSP_BP_new_lag1, IMP_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, IPPI_WOOD_CAN"
61,2017-09-01,"target, rental_lag2, EOIL_BP_new, hstart_CAN_new_lag2, IPPI_WOOD_CAN, IMP_TRANSP_BP_new_lag1, EX_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1"
62,2017-10-01,"target, EX_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, rental_lag2, hstart_CAN_new_lag2, EOIL_BP_new, Small.business_lag1, IMP_TRANSP_BP_new_lag1"
63,2017-11-01,"target, EX_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, rental_lag2, hstart_CAN_new_lag2, Small.business_lag1, EOIL_BP_new, IMP_TRANSP_BP_new_lag1"
64,2017-12-01,"target, IMP_TRANSP_BP_new_lag1, EX_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, hstart_CAN_new_lag2, EOIL_BP_new, rental_lag2, CRED_BUS"
65,2018-01-01,"target, IMP_TRANSP_BP_new_lag1, EX_TRANSP_BP_new_lag1, CRED_BUS, GOOD_HRS_CAN_lag1, hstart_CAN_new_lag2, Small.business_lag1, rental_lag2"
66,2018-02-01,"target, GOOD_HRS_CAN_lag1, hstart_CAN_new_lag2, IMP_TRANSP_BP_new_lag1, EX_TRANSP_BP_new_lag1, IPPI_WOOD_CAN, Small.business_lag1, EMP_SERV_CAN"
67,2018-03-01,"target, GOOD_HRS_CAN_lag1, IMP_TRANSP_BP_new_lag1, hstart_CAN_new_lag2, EX_TRANSP_BP_new_lag1, IPPI_WOOD_CAN, Small.business_lag1, EX_ENER_BP_new"
68,2018-04-01,"target, GOOD_HRS_CAN_lag1, IMP_TRANSP_BP_new_lag1, EX_TRANSP_BP_new_lag1, hstart_CAN_new_lag2, Small.business_lag1, EMP_SERV_CAN, EX_ENER_BP_new"
69,2018-05-01,"target, GOOD_HRS_CAN_lag1, IMP_TRANSP_BP_new_lag1, EX_TRANSP_BP_new_lag1, hstart_CAN_new_lag2, Small.business_lag1, EMP_SERV_CAN, IPPI_MOTOR_CAN"
70,2018-06-01,"target, IMP_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, hstart_CAN_new_lag2, Small.business_lag1, EMP_SERV_CAN, IPPI_WOOD_CAN, IPPI_MOTOR_CAN"
71,2018-07-01,"target, IMP_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, hstart_CAN_new_lag2, Small.business_lag1, EX_TRANSP_BP_new_lag1, EMP_SERV_CAN, IPPI_MOTOR_CAN"
72,2018-08-01,"target, IMP_TRANSP_BP_new_lag1, Small.business_lag1, hstart_CAN_new_lag2, EMP_SERV_CAN, GOOD_HRS_CAN_lag1, WTISPLC, EMP_CAN"
73,2018-09-01,"target, Small.business_lag1, EMP_SERV_CAN, EMP_CAN, IMP_TRANSP_BP_new_lag1, GOOD_HRS_CAN_lag1, EOIL_BP_new, hstart_CAN_new_lag2"
74,2018-10-01,"target, Small.business_lag1, EMP_SERV_CAN, IMP_TRANSP_BP_new_lag1, EMP_CAN, EOIL_BP_new, WTISPLC, EX_TRANSP_BP_new_lag1"
75,2018-11-01,"target, Small.business_lag1, EMP_SERV_CAN, EMP_CAN, IMP_TRANSP_BP_new_lag1, EOIL_BP_new, EX_TRANSP_BP_new_lag1, WTISPLC"
76,2018-12-01,"target, EMP_SERV_CAN, Small.business_lag1, EMP_CAN, EOIL_BP_new, IMP_TRANSP_BP_new_lag1, WTISPLC, IPPI_MOTOR_CAN"
77,2019-01-01,"target, EMP_SERV_CAN, EMP_CAN, Small.business_lag1, EOIL_BP_new, IMP_TRANSP_BP_new_lag1, WTISPLC, IPPI_MOTOR_CAN"
78,2019-02-01,"target, EMP_SERV_CAN, Small.business_lag1, EMP_CAN, EOIL_BP_new, IPPI_MOTOR_CAN, WTISPLC, Electricity_lag1"
79,2019-03-01,"target, Small.business_lag1, EMP_SERV_CAN, EOIL_BP_new, WTISPLC, EMP_CAN, Electricity_lag1, IPPI_MOTOR_CAN"
80,2019-04-01,"target, Small.business_lag1, EMP_SERV_CAN, GOOD_HRS_CAN_lag1, IMP_TRANSP_BP_new_lag1, EOIL_BP_new, EMP_CAN, EX_TRANSP_BP_new_lag1"
81,2019-05-01,"target, Small.business_lag1, EMP_SERV_CAN, EMP_CAN, EOIL_BP_new, WTISPLC, GOOD_HRS_CAN_lag1, Electricity_lag1"
82,2019-06-01,"target, EMP_SERV_CAN, Small.business_lag1, EMP_CAN, WTISPLC, EOIL_BP_new, EX_TRANSP_BP_new_lag1, Electricity_lag1"
83,2019-07-01,"target, EMP_SERV_CAN, EMP_CAN, Small.business_lag1, WTISPLC, EOIL_BP_new, EX_TRANSP_BP_new_lag1, USDCAD_new"
84,2019-08-01,"target, EMP_SERV_CAN, EMP_CAN, EMP_SALES_CAN, Electricity_lag1, WTISPLC, USDCAD_new, IMP_TRANSP_BP_new_lag1"
85,2019-09-01,"target, EMP_SERV_CAN, Electricity_lag1, IMP_TRANSP_BP_new_lag1, EMP_SALES_CAN, EMP_CAN, WTISPLC, IPPI_MOTOR_CAN"
86,2019-10-01,"target, EMP_SERV_CAN, Electricity_lag1, WTISPLC, EOIL_BP_new, IMP_TRANSP_BP_new_lag1, EMP_SALES_CAN, EMP_CAN"
87,2019-11-01,"target, EMP_SERV_CAN, WTISPLC, EOIL_BP_new, Electricity_lag1, EMP_SALES_CAN, IMP_TRANSP_BP_new_lag1, EMP_CAN"
88,2019-12-01,"target, EMP_SERV_CAN, Electricity_lag1, WTISPLC, EOIL_BP_new, IMP_TRANSP_BP_new_lag1, Small.business_lag1, EMP_CAN"
89,2020-01-01,"target, EMP_SERV_CAN, Electricity_lag1, IMP_TRANSP_BP_new_lag1, WTISPLC, EOIL_BP_new, EMP_CAN, Small.business_lag1"
90,2020-02-01,"target, EMP_SERV_CAN, Electricity_lag1, WTISPLC, IMP_TRANSP_BP_new_lag1, EOIL_BP_new, Small.business_lag1, EMP_CAN"
91,2020-03-01,"target, EMP_SERV_CAN, WTISPLC, IMP_TRANSP_BP_new_lag1, Electricity_lag1, EOIL_BP_new, EMP_CAN, Small.business_lag1"
92,2020-04-01,"target, EMP_SERV_CAN, Electricity_lag1, WTISPLC, IMP_TRANSP_BP_new_lag1, EOIL_BP_new, Small.business_lag1, UNEMP_CAN"
93,2020-05-01,"target, EMP_SERV_CAN, IMP_TRANSP_BP_new_lag1, Electricity_lag1, WTISPLC, Small.business_lag1, EOIL_BP_new, UNEMP_CAN"
94,2020-06-01,"target, EMP_SERV_CAN, UNEMP_CAN, Electricity_lag1, IMP_TRANSP_BP_new_lag1, WTISPLC, EMP_CAN, Small.business_lag1"
95,2020-07-01,"target, EMP_SERV_CAN, Electricity_lag1, WTISPLC, UNEMP_CAN, Small.business_lag1, IMP_TRANSP_BP_new_lag1, Electricity_lag2"
96,2020-08-01,"target, EMP_SERV_CAN, Electricity_lag1, Electricity_lag2, UNEMP_CAN, WTISPLC, IMP_TRANSP_BP_new_lag1, Small.business_lag1"
97,2020-09-01,"target, Electricity_lag1, EMP_SERV_CAN, WTISPLC, Electricity_lag2, EOIL_BP_new, CAN_US_SEC_NETFLOW_lag1, Small.business_lag1"
98,2020-10-01,"target, Electricity_lag1, Electricity_lag2, EMP_SERV_CAN, WTISPLC, IMP_TRANSP_BP_new_lag1, Small.business_lag1, UNEMP_CAN"
99,2020-11-01,"target, Electricity_lag1, EMP_SERV_CAN, WTISPLC, Electricity_lag2, Small.business_lag1, EOIL_BP_new, IMP_TRANSP_BP_new_lag1"
100,2020-12-01,"target, Electricity_lag1, EMP_SERV_CAN, Electricity_lag2, WTISPLC, Small.business_lag1, IMP_TRANSP_BP_new_lag1, EOIL_BP_new"
101,2021-01-01,"target, Electricity_lag1, EMP_SERV_CAN, WTISPLC, Electricity_lag2, Small.business_lag1, IMP_TRANSP_BP_new_lag1, EOIL_BP_new"
102,2021-02-01,"target, Electricity_lag1, WTISPLC, EMP_SERV_CAN, Electricity_lag2, IMP_TRANSP_BP_new_lag1, Small.business_lag1, EOIL_BP_new"
103,2021-03-01,"target, Electricity_lag1, WTISPLC, Electricity_lag2, EOIL_BP_new, EMP_SERV_CAN, Small.business_lag1, IMP_TRANSP_BP_new_lag1"
104,2021-04-01,"target, Electricity_lag1, WTISPLC, EOIL_BP_new, Small.business_lag1, EMP_SERV_CAN, Electricity_lag2, IMP_TRANSP_BP_new_lag1"
105,2021-05-01,"target, WTISPLC, EOIL_BP_new, Electricity_lag1, IMP_TRANSP_BP_new_lag1, Electricity_lag2, Small.business_lag1, EMP_SERV_CAN"
106,2021-06-01,"target, Electricity_lag1, EOIL_BP_new, WTISPLC, Electricity_lag2, Small.business_lag1, TSX_HI, EMP_SALES_CAN_lag2"
107,2021-07-01,"target, Electricity_lag1, EOIL_BP_new, WTISPLC, Small.business_lag1, EMP_SERV_CAN, IMP_TRANSP_BP_new_lag1, TSX_HI"
108,2021-08-01,"target, Electricity_lag1, EOIL_BP_new, WTISPLC, EMP_SERV_CAN, IMP_TRANSP_BP_new_lag1, Small.business_lag1, Electricity_lag2"
