sstart,ssample_end_date,rmse,mae,mad,r_sq,selected_features
0,2012-08-01,0.00017474716532097447,0.0001301478430539518,0.0001301478430539518,0.9949624690063198,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'G_AVG_3.5.Bank_rate_lag3', 'IPPI_METAL_CAN', 'MANU_N_ORD_new_lag1', 'TBILL_6M.Bank_rate_lag3', 'IMP_CONS_BP_new', 'G_AVG_5.10.Bank_rate_lag3']"
1,2012-09-01,0.00017474716532097447,0.0001301478430539518,0.0001301478430539518,0.9949624690063198,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'IPPI_METAL_CAN', 'G_AVG_3.5.Bank_rate_lag3', 'MANU_N_ORD_new_lag1', 'TBILL_6M.Bank_rate_lag3', 'G_AVG_5.10.Bank_rate_lag3', 'IMP_CONS_BP_new']"
2,2012-10-01,0.00017474716532097447,0.0001301478430539518,0.0001301478430539518,0.9949624690063198,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'IPPI_METAL_CAN', 'G_AVG_3.5.Bank_rate_lag3', 'MANU_N_ORD_new_lag1', 'IMP_CONS_BP_new', 'TBILL_6M.Bank_rate_lag3', 'DUR_N_ORD_new_lag1']"
3,2012-11-01,0.00017474716532097447,0.0001301478430539518,0.0001301478430539518,0.9932395695726299,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'G_AVG_3.5.Bank_rate_lag3', 'IPPI_METAL_CAN', 'G_AVG_5.10.Bank_rate_lag3', 'TBILL_6M.Bank_rate_lag3', 'IPPI_CAN_lag3', 'MANU_N_ORD_new_lag1']"
4,2012-12-01,0.00017474716532097447,0.0001301478430539518,0.0001301478430539518,0.9949624690063198,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'G_AVG_3.5.Bank_rate_lag3', 'G_AVG_5.10.Bank_rate_lag3', 'IPPI_METAL_CAN', 'TBILL_6M.Bank_rate_lag3', 'MANU_N_ORD_new_lag1', 'N_DUR_INV_RAT_new']"
5,2013-01-01,0.0002369617758861389,0.00017032651944591103,0.00017032651944591103,0.9874209400681518,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'G_AVG_3.5.Bank_rate_lag3', 'G_AVG_5.10.Bank_rate_lag3', 'IPPI_METAL_CAN', 'TBILL_6M.Bank_rate_lag3', 'IPPI_CAN_lag3', 'G_AVG_1.3.Bank_rate_lag1']"
6,2013-02-01,0.00017474716532097447,0.0001301478430539518,0.0001301478430539518,0.9949624690063198,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'G_AVG_3.5.Bank_rate_lag3', 'IPPI_METAL_CAN', 'MANU_N_ORD_new_lag1', 'G_AVG_5.10.Bank_rate_lag3', 'DUR_N_ORD_new_lag1', 'TBILL_6M.Bank_rate_lag3']"
7,2013-03-01,0.00026989581479560347,0.00020286396141352088,0.00020286396141352088,0.9891977620037037,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'IPPI_METAL_CAN', 'MANU_N_ORD_new_lag1', 'G_AVG_3.5.Bank_rate_lag3', 'DUR_N_ORD_new_lag1', 'IMP_CONS_BP_new', 'CLAIMS_CAN_lag3']"
8,2013-04-01,0.00028924663328992316,0.00020798296375667045,0.00020798296375667045,0.9873618210304448,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'IPPI_METAL_CAN', 'G_AVG_3.5.Bank_rate_lag3', 'IMP_CONS_BP_new', 'MANU_N_ORD_new_lag1', 'IPPI_CAN', 'TBILL_6M.Bank_rate_lag3']"
9,2013-05-01,0.0010510270474544745,0.0006620050943782595,0.0006620050943782595,0.9061424266380884,"['target', 'G_AVG_1.3.Bank_rate_lag3', 'IPPI_METAL_CAN', 'IMP_CONS_BP_new', 'MANU_N_ORD_new_lag1', 'G_AVG_3.5.Bank_rate_lag3', 'DUR_N_ORD_new_lag1', 'EMP_CONS_CAN_lag1']"
